"pathway"	"overlap_size"	"pathway_size"	"p.value"	"EID"	"massfeature_rows"	"adduct"	"compound_id"	"compound_annotation"	"m.z"	"retention_time"	"p_value"	"statistic"
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E21"	"row29"	"M(C13)-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	147.0493323	21.09322589	4.37e-05	7.9992
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E21"	"row77"	"M-H2O-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	128.0353529	23.20356828	0.00055748	5.5244
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E52"	"row204"	"M-H2O-H[-]"	"C00385"	"Xanthine"	133.0142491	30.38881427	0.005067	3.8231
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E560"	"row440"	"M-H2O-H[-]"	"C00559;C05198"	"Deoxyadenosine; 2'-Deoxyadenosine$5'-Deoxyadenosine"	232.0853498	25.3485237	0.028199	2.6737
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E787"	"row1517"	"M-H+O[-]"	"C00385"	"Xanthine"	167.0210459	22.51308447	0.30444	1.0973
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E787"	"row160"	"M-H[-]"	"C00385"	"Xanthine"	151.026235	25.24142561	0.0030784	4.1803
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E843"	"row78"	"M-H[-]"	"C01620;C00262"	"$Hypoxanthine; Purine-6-ol"	135.0300713	38.36337711	0.00061442	5.4421
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E956"	"row542"	"M-H[-]"	"C00144"	"GMP; Guanosine 5'-phosphate; Guanosine monophosphate; Guanosine 5'-monophosphate; Guanylic acid"	362.0510427	34.05809476	0.043496	2.3953
"Purine metabolism"	"13"	"40"	"0.286569020428"	"E281"	"row366"	"M-H2O-H[-]"	"C00104"	"IDP; Inosine 5'-diphosphate; Inosine diphosphate"	408.9993395	25.27528736	0.020079	2.8939
"C5-Branched dibasic acid metabolism"	"2"	"5"	"0.292426114066"	"E119"	"row108"	"M-H+O[-]"	"C00490;C01732"	"Itaconate; Itaconic acid; Methylenesuccinic acid$Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid"	145.0142869	34.16156646	0.0010704	4.9868
"C5-Branched dibasic acid metabolism"	"2"	"5"	"0.292426114066"	"E119"	"row1869"	"M-H2O-H[-]"	"C00490;C01732"	"Itaconate; Itaconic acid; Methylenesuccinic acid$Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid"	111.0088152	32.84260584	0.42339	0.84362
"C5-Branched dibasic acid metabolism"	"2"	"5"	"0.292426114066"	"E1131"	"row11"	"M-H[-]"	"C00490;C01732"	"Itaconate; Itaconic acid; Methylenesuccinic acid$Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid"	129.0193948	38.22129266	1.28e-06	12.838
"Vitamin B1 (thiamin) metabolism"	"2"	"5"	"0.292426114066"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
"Vitamin B1 (thiamin) metabolism"	"2"	"5"	"0.292426114066"	"E640"	"row108"	"M-H[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	145.0142869	34.16156646	0.0010704	4.9868
"Vitamin B1 (thiamin) metabolism"	"2"	"5"	"0.292426114066"	"E640"	"row397"	"M+HCOO[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	191.0198298	35.40274945	0.02312	2.8022
"Carnitine shuttle"	"2"	"5"	"0.292426114066"	"E233"	"row88"	"M-H[-]"	"ttdcrn"	"tetradecanoyl carnitine"	370.2960654	232.3367941	0.00070537	5.3266
"Carnitine shuttle"	"2"	"5"	"0.292426114066"	"E854"	"row546"	"M-H[-]"	"C02990"	"L-Palmitoylcarnitine"	398.3275229	236.7526834	0.044031	2.3874
"Androgen and estrogen biosynthesis and metabolism"	"2"	"5"	"0.292426114066"	"E352"	"row1251"	"M(C13)-H[-]"	"C00535;C03772;C00674;dhea;C01227"	"Testosterone; 17beta-Hydroxy-4-androsten-3-one$5beta-Androstane-3,17-dione$5alpha-Androstane-3,17-dione; Androstanedione$Dehydroepiandrosterone$3beta-Hydroxyandrost-5-en-17-one; Dehydroepiandrosterone; Dehydroisoandrosterone; DHA; DHEA"	288.204963	209.5213713	0.22687	1.309
"Androgen and estrogen biosynthesis and metabolism"	"2"	"5"	"0.292426114066"	"E352"	"row170"	"M-H[-]"	"C00535;C03772;C00674;dhea;C01227"	"Testosterone; 17beta-Hydroxy-4-androsten-3-one$5beta-Androstane-3,17-dione$5alpha-Androstane-3,17-dione; Androstanedione$Dehydroepiandrosterone$3beta-Hydroxyandrost-5-en-17-one; Dehydroepiandrosterone; Dehydroisoandrosterone; DHA; DHEA"	287.2017794	209.6003754	0.0036499	4.0567
"Androgen and estrogen biosynthesis and metabolism"	"2"	"5"	"0.292426114066"	"E153"	"row360"	"M(C13)-H[-]"	"C04373;C03917;C04295;C05293;C00523"	"3alpha-Hydroxy-5beta-androstan-17-one; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one$17beta-Hydroxyandrostan-3-one; 5alpha-Dihydrotestosterone; Androstanolone; 17beta-Hydroxy-5alpha-androstan-3-one$Androst-5-ene-3beta,17beta-diol; 3beta,17beta-Dihydroxyandrost-5-ene; 3beta,17beta-Dihydroxy-5-androstene; Androstenediol$5beta-Dihydrotestosterone$Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one"	290.2205444	222.9764832	0.019321	2.919
"Androgen and estrogen biosynthesis and metabolism"	"2"	"5"	"0.292426114066"	"E153"	"row405"	"M-H[-]"	"C04373;C03917;C04295;C05293;C00523"	"3alpha-Hydroxy-5beta-androstan-17-one; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one$17beta-Hydroxyandrostan-3-one; 5alpha-Dihydrotestosterone; Androstanolone; 17beta-Hydroxy-5alpha-androstan-3-one$Androst-5-ene-3beta,17beta-diol; 3beta,17beta-Dihydroxyandrost-5-ene; 3beta,17beta-Dihydroxy-5-androstene; Androstenediol$5beta-Dihydrotestosterone$Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one"	289.2173745	222.8618553	0.024227	2.7719
"Phytanic acid peroxisomal oxidation"	"2"	"5"	"0.292426114066"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
"Phytanic acid peroxisomal oxidation"	"2"	"5"	"0.292426114066"	"E640"	"row108"	"M-H[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	145.0142869	34.16156646	0.0010704	4.9868
"Phytanic acid peroxisomal oxidation"	"2"	"5"	"0.292426114066"	"E640"	"row397"	"M+HCOO[-]"	"C00026"	"2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid"	191.0198298	35.40274945	0.02312	2.8022
"Putative anti-Inflammatory metabolites formation from EPA"	"1"	"2"	"0.313644423156"	"E21"	"row121"	"M-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	146.0459596	24.31365546	0.0013885	4.7812
"Putative anti-Inflammatory metabolites formation from EPA"	"1"	"2"	"0.313644423156"	"E21"	"row1517"	"M+Na-2H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	167.0210459	22.51308447	0.30444	1.0973
"Putative anti-Inflammatory metabolites formation from EPA"	"1"	"2"	"0.313644423156"	"E21"	"row29"	"M(C13)-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	147.0493323	21.09322589	4.37e-05	7.9992
"Putative anti-Inflammatory metabolites formation from EPA"	"1"	"2"	"0.313644423156"	"E21"	"row77"	"M-H2O-H[-]"	"C00217;C05938;C00025"	"D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate"	128.0353529	23.20356828	0.00055748	5.5244
"Alkaloid biosynthesis II"	"1"	"2"	"0.313644423156"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
"Mono-unsaturated fatty acid beta-oxidation"	"1"	"2"	"0.313644423156"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
"Saturated fatty acids beta-oxidation"	"1"	"2"	"0.313644423156"	"E854"	"row546"	"M-H[-]"	"C02990"	"L-Palmitoylcarnitine"	398.3275229	236.7526834	0.044031	2.3874
"Nucleotide Sugar Metabolism"	"1"	"2"	"0.313644423156"	"E62"	"row308"	"M-H[-]"	"C00092;C02965;C05345;C00085;C00103;C02976;C01171;C01172;C03735;C00636;C01177;C03862;C04006;C01097;C01094;C00668;C03546;C00446;C00275;CE3075"	"D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester$D-Hexose 6-phosphate$beta-D-Fructose 6-phosphate$D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester$D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate$Fructose 1-phosphate$alpha-D-Hexose 1-phosphate$beta-D-Glucose 6-phosphate$alpha-D-Hexose 6-phosphate$D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate$Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate$Dolichyl phosphate D-mannose; Dolichyl D-mannosyl phosphate$1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate$D-Tagatose 6-phosphate$D-Fructose 1-phosphate$alpha-D-Glucose 6-phosphate$myo-Inositol 4-phosphate; D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-monophosphate; Inositol 4-phosphate$alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate$D-Mannose 6-phosphate$sorbitol 3-phosphate"	259.0223428	28.64828471	0.014088	3.1266
"Prostaglandin formation from dihomo gama-linoleic acid"	"1"	"2"	"0.313644423156"	"E987"	"row232"	"M-H2O-H[-]"	"CE6230;CE4988;CE4987;CE5352"	"15-hydroperoxyeicosa-8Z,11Z,13E-trienoate$10,11-dihydro-12-epi-leukotriene B4$10,11-dihydro-leukotriene B4$6,7-dihydro-leukotriene B4"	318.2206421	211.2368208	0.0068155	3.6167
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E386"	"row30"	"M-H[-]"	"C00093"	"sn-Glycerol 3-phosphate; Glycerophosphoric acid; D-Glycerol 1-phosphate; Glycerol-3-phosphate"	171.0064968	26.23291783	4.46e-05	7.9768
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E1096"	"row187"	"M+HCOO[-]"	"C00219"	"(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid"	349.2380597	231.8758449	0.0044176	3.9201
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E1096"	"row474"	"M(C13)-H[-]"	"C00219"	"(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid"	304.236483	232.0078379	0.031528	2.6018
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E1096"	"row494"	"M-H[-]"	"C00219"	"(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid"	303.232868	233.6653217	0.034299	2.5477
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E1096"	"row601"	"M+Cl37[-]"	"C00219"	"(5Z,8Z,11Z,14Z)-Icosatetraenoic acid; Arachidonate; Arachidonic acid; cis-5,8,11,14-Eicosatetraenoic acid"	341.206612	232.7480931	0.054165	-2.2547
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E465"	"row2957"	"M+Cl[-]"	"C01801;CE0520"	"Deoxyribose; 2-Deoxy-D-erythro-pentose; Thyminose; 2-Deoxy-D-ribose$(R)-glycerol 1-acetate"	169.0253514	20.14873555	0.9987	0.0016772
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E465"	"row500"	"M-H[-]"	"C01801;CE0520"	"Deoxyribose; 2-Deoxy-D-erythro-pentose; Thyminose; 2-Deoxy-D-ribose$(R)-glycerol 1-acetate"	133.0506867	19.88892458	0.03498	-2.535
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E1076"	"row202"	"M-H2O-H[-]"	"C14769;C14768;C04742;C14749;C14748;CE5016;C14778;C14770;C14771;C04805"	"8,9-EET; (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid$5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid$(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate; (15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate; (5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid; 15(S)-HETE$19(S)-HETE; (19S)-Hydroxyeicosatetraenoic acid; (19S)-Hydroxyicosatetraenoic acid; (19S)-Hydroxy arachidonic acid$20-HETE; (5Z,8Z,11Z,14Z)-20-Hydroxyicosa-5,8,11,14-tetraenoic acid; 20-Hydroxyeicosatetraenoic acid; 20-Hydroxyicosatetraenoic acid; 20-Hydroxy arachidonic acid$13,14-dihydroxy-retinol$16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid$11,12-EET; (5Z,8Z,14Z)-11,12-Epoxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Epoxyicosa-5,8,14-trienoic acid$14,15-EET; (5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid; (5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid$5(S)-HETE; 5-Hydroxyeicosatetraenoate; 5-HETE; (6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid"	301.2172359	214.7558109	0.0050126	3.8307
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E62"	"row308"	"M-H[-]"	"C00092;C02965;C05345;C00085;C00103;C02976;C01171;C01172;C03735;C00636;C01177;C03862;C04006;C01097;C01094;C00668;C03546;C00446;C00275;CE3075"	"D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester$D-Hexose 6-phosphate$beta-D-Fructose 6-phosphate$D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester$D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate$Fructose 1-phosphate$alpha-D-Hexose 1-phosphate$beta-D-Glucose 6-phosphate$alpha-D-Hexose 6-phosphate$D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate$Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate$Dolichyl phosphate D-mannose; Dolichyl D-mannosyl phosphate$1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate$D-Tagatose 6-phosphate$D-Fructose 1-phosphate$alpha-D-Glucose 6-phosphate$myo-Inositol 4-phosphate; D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-monophosphate; Inositol 4-phosphate$alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate$D-Mannose 6-phosphate$sorbitol 3-phosphate"	259.0223428	28.64828471	0.014088	3.1266
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E245"	"row58"	"M(C13)-H[-]"	"C06427;C06426"	"(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid"	278.2207052	225.4132152	0.00019374	6.472
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E245"	"row87"	"M-H[-]"	"C06427;C06426"	"(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid"	277.217386	224.8547356	0.00070468	5.3275
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E558"	"row431"	"M-H2O-H[-]"	"C01225"	"sn-glycero-3-Phospho-1-inositol; 1-(sn-glycero-3-Phospho)-1D-myo-inositol"	315.050167	22.46096557	0.027356	-2.6933
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E49"	"row2513"	"M+CH3COO[-]"	"C01595"	"Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid"	339.2538162	237.4939998	0.74444	-0.33748
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E49"	"row68"	"M+HCOO[-]"	"C01595"	"Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid"	325.2383039	239.1470638	0.0003292	5.984
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E49"	"row72"	"M-H[-]"	"C01595"	"Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid"	279.2330236	241.4667126	0.00041523	5.7785
"Glycerophospholipid metabolism"	"8"	"25"	"0.324123326695"	"E49"	"row99"	"M(C13)-H[-]"	"C01595"	"Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid"	280.2363594	235.4728329	0.00097156	5.0645
"Linoleate metabolism"	"6"	"19"	"0.349971848976"	"E631"	"row87"	"M-H2O-H[-]"	"C14762;C14825;C14826"	"13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid"	277.217386	224.8547356	0.00070468	5.3275
"Linoleate metabolism"	"6"	"19"	"0.349971848976"	"E363"	"row35"	"M-H2O-H[-]"	"C14765;CE5526;CE5527"	"13-OxoODE; 13-KODE; (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid$$"	275.2016982	207.4817672	5.71e-05	7.706
"Linoleate metabolism"	"6"	"19"	"0.349971848976"	"E731"	"row563"	"M-H2O-H[-]"	"CE2576"	""	153.0921712	63.85413217	0.047488	-2.339
"Linoleate metabolism"	"6"	"19"	"0.349971848976"	"E245"	"row58"	"M(C13)-H[-]"	"C06427;C06426"	"(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid"	278.2207052	225.4132152	0.00019374	6.472
"Linoleate metabolism"	"6"	"19"	"0.349971848976"	"E245"	"row87"	"M-H[-]"	"C06427;C06426"	"(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid"	277.217386	224.8547356	0.00070468	5.3275
"Linoleate metabolism"	"6"	"19"	"0.349971848976"	"E183"	"row563"	"M-H[-]"	"CE2577"	""	153.0921712	63.85413217	0.047488	-2.339
"Linoleate metabolism"	"6"	"19"	"0.349971848976"	"E49"	"row2513"	"M+CH3COO[-]"	"C01595"	"Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid"	339.2538162	237.4939998	0.74444	-0.33748
"Linoleate metabolism"	"6"	"19"	"0.349971848976"	"E49"	"row68"	"M+HCOO[-]"	"C01595"	"Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid"	325.2383039	239.1470638	0.0003292	5.984
"Linoleate metabolism"	"6"	"19"	"0.349971848976"	"E49"	"row72"	"M-H[-]"	"C01595"	"Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid"	279.2330236	241.4667126	0.00041523	5.7785
"Linoleate metabolism"	"6"	"19"	"0.349971848976"	"E49"	"row99"	"M(C13)-H[-]"	"C01595"	"Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid"	280.2363594	235.4728329	0.00097156	5.0645
"Fructose and mannose metabolism"	"2"	"6"	"0.370215376341"	"E62"	"row308"	"M-H[-]"	"C00092;C02965;C05345;C00085;C00103;C02976;C01171;C01172;C03735;C00636;C01177;C03862;C04006;C01097;C01094;C00668;C03546;C00446;C00275;CE3075"	"D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester$D-Hexose 6-phosphate$beta-D-Fructose 6-phosphate$D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester$D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate$Fructose 1-phosphate$alpha-D-Hexose 1-phosphate$beta-D-Glucose 6-phosphate$alpha-D-Hexose 6-phosphate$D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate$Inositol 1-phosphate; myo-Inositol 1-phosphate; 1D-myo-Inositol 1-phosphate; D-myo-Inositol 1-phosphate; 1D-myo-Inositol 1-monophosphate$Dolichyl phosphate D-mannose; Dolichyl D-mannosyl phosphate$1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate$D-Tagatose 6-phosphate$D-Fructose 1-phosphate$alpha-D-Glucose 6-phosphate$myo-Inositol 4-phosphate; D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-monophosphate; Inositol 4-phosphate$alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate$D-Mannose 6-phosphate$sorbitol 3-phosphate"	259.0223428	28.64828471	0.014088	3.1266
"Fructose and mannose metabolism"	"2"	"6"	"0.370215376341"	"E273"	"row308"	"M-H+O[-]"	"C02985"	"L-Fucose 1-phosphate; 6-Deoxy-L-galactose 1-phosphate; beta-L-Fucose 1-phosphate"	259.0223428	28.64828471	0.014088	3.1266
"Fructose and mannose metabolism"	"2"	"6"	"0.370215376341"	"E273"	"row933"	"M-H2O-H[-]"	"C02985"	"L-Fucose 1-phosphate; 6-Deoxy-L-galactose 1-phosphate; beta-L-Fucose 1-phosphate"	225.0170844	27.11514649	0.13478	1.6635
"Glycolysis and Gluconeogenesis"	"4"	"13"	"0.378753119722"	"E197"	"row272"	"M-H[-]"	"C00362;C00020"	"dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate$AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate"	346.0557627	26.6509643	0.0096981	3.3761
"Glycolysis and Gluconeogenesis"	"4"	"13"	"0.378753119722"	"E16"	"row107"	"M+ACN-H[-]"	"C00149"	"(S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid"	174.0407701	26.89104664	0.0010659	4.9901
